"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotBathrooms","Remod","Age"
"65","2 story 1946+","RL",75,9375,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",573,3,3,"PConc",4,3,1,6,739,1,0,318,"GasA",5,1,"SBrkr",1057,977,0,2034,1,0,2,1,3,1,4,8,7,0,0,"Attchd",2,2,3,3,2,576,36,0,0,0,0,0,"GdPrv","None",0,"2","2009","WD","Normal",12.2991075114974,3.5,1,-1994
"67","1 story 1946+","RL",84,19900,1,"None",3,"Lvl","Inside",2,"NAmes","PosA","Norm","1Fam","1Story",7,5,1970,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",287,3,3,"CBlock",4,3,4,6,912,1,0,1035,"GasA",3,1,"SBrkr",2207,0,0,2207,1,0,2,0,3,1,3,7,6,1,4,"Attchd",2,2,3,3,2,301,0,0,0,0,0,0,"None","None",0,"7","2010","WD","Normal",12.1007121298723,3,1,-1984
"68","1 story 1946+","RL",72,10665,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,4,3,"PConc",4,3,3,6,1013,1,0,440,"GasA",5,1,"SBrkr",1479,0,0,1479,1,0,2,0,3,1,4,7,7,0,0,"Attchd",2,2,3,3,2,144,29,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.3282902782544,3,0,-2001
"69","1 story 1945-","RM",47,4608,1,"None",3,"Lvl","Corner",2,"OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,1,1,0,1,0,747,"GasA",3,1,"SBrkr",747,0,0,747,0,0,1,0,2,1,3,4,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2010","WD","Normal",11.289781913656,1,1,-1945
"70","1,5 story fin","RL",81,15593,1,"None",3,"Lvl","Corner",2,"ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,4,3,"CBlock",3,3,1,4,603,1,0,701,"GasW",3,1,"SBrkr",1304,983,0,2287,0,0,2,0,3,1,3,7,7,1,3,"Attchd",3,2,3,3,2,0,21,114,0,0,0,0,"None","None",0,"7","2006","WD","Normal",12.3238556811866,2,0,-1952
"73","2 story 1946+","RL",74,10141,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,3,3,"PConc",4,3,1,1,0,1,0,832,"GasA",4,1,"SBrkr",885,833,0,1718,0,0,2,1,3,1,3,7,7,1,3,"Attchd",3,2,3,3,2,0,94,0,0,291,0,0,"None","None",0,"12","2009","WD","Normal",12.1281111040605,2.5,0,-1994
"74","1 story 1946+","RL",85,10200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,3,3,"CBlock",3,3,1,5,320,4,362,404,"GasA",4,1,"SBrkr",1086,0,0,1086,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"5","2010","WD","Normal",11.8837991283088,2,1,-1998
"75","1,5 story fin","RM",60,5790,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,4,4,"CBlock",2,3,1,1,0,1,0,840,"GasA",4,0,"SBrkr",840,765,0,1605,0,0,2,0,3,2,3,8,7,0,0,"Detchd",1,1,3,3,2,0,0,202,0,0,0,0,"None","None",0,"5","2010","WD","Normal",11.5843154610569,2,1,-1945
"76","PUD multilevel","RM",21,1596,1,"None",3,"Lvl","Inside",2,"MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"CBlock",4,3,4,6,462,1,0,0,"GasA",3,1,"SBrkr",526,462,0,988,1,0,1,0,2,1,3,5,7,0,0,"BuiltIn",1,1,3,3,2,120,101,0,0,0,0,0,"GdWo","None",0,"11","2009","WD","Normal",11.418614785499,2,0,-1969
"77","1 story 1946+","RL",66,8475,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,1,5,228,1,0,724,"GasA",5,1,"FuseA",952,0,0,952,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4","2008","WD","Normal",11.8185702377962,1,0,-1953
"78","1,5 story fin","RM",50,8635,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,4,336,6,41,295,"GasA",3,1,"SBrkr",1072,213,0,1285,1,0,1,0,2,1,3,6,6,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"1","2008","WD","Normal",11.7519423654407,2,1,-1998
"79","duplex all style/age","RL",72,10778,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,1,1,0,1,0,1768,"GasA",3,0,"SBrkr",1768,0,0,1768,0,0,2,0,4,2,3,8,7,0,0,"None",0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",11.8240798936072,2,0,-1963
"80","1,5 story fin","RM",60,10440,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",3,3,1,1,0,1,0,440,"GasA",4,1,"SBrkr",682,548,0,1230,0,0,1,1,2,1,3,5,7,0,0,"Detchd",1,2,3,3,2,74,0,128,0,0,0,0,"MnPrv","None",0,"5","2009","WD","Normal",11.6082356447746,1.5,1,-1977
"82","1 story PUD 1946+","RM",32,4500,1,"None",3,"Lvl","FR2",2,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,3,4,"PConc",5,4,1,6,1201,1,0,36,"GasA",5,1,"SBrkr",1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,0,"Attchd",3,2,3,3,2,0,199,0,0,0,0,0,"None","None",0,"3","2006","WD","Normal",11.9414558460094,3,0,-1997
"83","1 story 1946+","RL",78,10206,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,3,3,"PConc",4,3,1,6,33,1,0,1530,"GasA",5,1,"SBrkr",1563,0,0,1563,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2,3,3,3,2,144,99,0,0,0,0,0,"None","None",0,"10","2008","WD","Normal",12.4090134895269,2,0,-2004
"84","1 story 1946+","RL",80,8892,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,3,3,"CBlock",3,3,1,1,0,1,0,1065,"GasA",4,1,"SBrkr",1065,0,0,1065,0,0,1,1,3,1,3,6,7,0,0,"Detchd",1,2,3,3,2,74,0,0,0,0,0,0,"None","None",0,"7","2007","COD","Normal",11.7479975871497,1.5,0,-1958
"85","split/multi level","RL",66,8530,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,3,3,"PConc",4,3,1,1,0,1,0,384,"GasA",4,1,"SBrkr",804,670,0,1474,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",3,2,3,3,2,120,72,0,0,0,0,0,"None","Shed",700,"5","2009","WD","Normal",12.0346910287746,2.5,1,-1992
"86","2 story 1946+","RL",121,16059,1,"None",3,"Lvl","Corner",2,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,4,3,"CBlock",4,3,1,1,0,1,0,1288,"GasA",5,1,"SBrkr",1301,1116,0,2417,0,0,2,1,4,1,4,9,7,1,3,"Attchd",1,2,3,3,2,127,82,0,0,0,0,0,"None","None",0,"4","2006","WD","Normal",12.4684369099977,2.5,1,-1991
"87","2 story 1946+","RL",122,11911,1,"None",1,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,3,1,0,1,0,684,"GasA",5,1,"SBrkr",684,876,0,1560,0,0,2,1,3,1,4,6,7,1,4,"BuiltIn",3,2,3,3,2,100,38,0,0,0,0,0,"None","None",0,"3","2009","WD","Normal",12.0668105781967,2.5,0,-2001
"88","2 story PUD 1946+","FV",40,3951,1,"Pave",3,"Lvl","Corner",2,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,4,3,"PConc",4,3,3,1,0,1,0,612,"GasA",5,1,"SBrkr",612,612,0,1224,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2,2,3,3,2,0,234,0,0,0,0,0,"None","None",0,"6","2009","New","Partial",12.0106658491876,2.5,0,-2005
"91","1 story 1946+","RL",60,7200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,3,3,"Slab",0,0,0,0,0,0,0,0,"GasA",3,1,"FuseA",1040,0,0,1040,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1,2,3,3,2,0,29,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",11.6073261403917,1,0,-1949
"92","1 story 1946+","RL",85,8500,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,3,3,"CBlock",3,3,1,3,600,1,0,635,"GasA",3,1,"SBrkr",1235,0,0,1235,0,0,1,0,2,1,3,6,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"12","2006","WD","Abnorml",11.4988265405907,1,0,-1960
"93","1 story 1945-","RL",80,13360,1,"Grvl",2,"HLS","Inside",2,"Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",4,3,1,5,713,1,0,163,"GasA",5,1,"SBrkr",964,0,0,964,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1,2,3,3,2,0,0,44,0,0,0,0,"None","None",0,"8","2009","WD","Normal",12.0045682693194,2,1,-2002
"95","2 story 1946+","RL",69,9337,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,3,4,"PConc",4,3,1,6,648,1,0,176,"GasA",5,1,"SBrkr",905,881,0,1786,1,0,2,1,3,1,4,7,7,0,0,"Attchd",2,2,3,3,2,0,162,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",12.2295450017153,3.5,0,-1995
"96","2 story 1946+","RL",75,9765,1,"None",1,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,5,4,"PConc",4,4,1,5,310,1,0,370,"GasA",4,1,"SBrkr",680,790,0,1470,0,0,2,1,3,1,3,6,7,1,3,"BuiltIn",3,2,3,3,2,232,63,0,0,0,0,0,"None","Shed",480,"4","2009","WD","Normal",12.1281111040605,2.5,0,-1989
"97","1 story 1946+","RL",78,10264,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,4,3,"PConc",4,3,3,5,1162,1,0,426,"GasA",5,1,"SBrkr",1588,0,0,1588,0,0,2,0,3,1,4,6,7,0,0,"Attchd",2,2,3,3,2,158,29,0,0,0,0,0,"None","None",0,"8","2006","WD","Normal",12.273731294004,2,0,-1998
"98","1 story 1946+","RL",73,10921,1,"None",3,"HLS","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,3,3,"CBlock",3,3,1,3,520,1,0,440,"GasA",3,1,"FuseF",960,0,0,960,1,0,1,0,3,1,3,6,7,0,0,"Attchd",3,1,3,3,1,120,0,0,0,0,0,0,"None","None",0,"5","2007","WD","Normal",11.4589971229447,2,0,-1963
"101","1 story 1946+","RL",75,10603,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,3,3,"PConc",3,3,2,5,1200,1,0,410,"GasA",4,1,"SBrkr",1610,0,0,1610,1,0,2,0,3,1,4,6,7,2,3,"Attchd",2,2,3,3,2,168,68,0,0,0,0,0,"None","None",0,"2","2010","WD","Normal",12.2307652581205,3,1,-1996
"103","duplex all style/age","RL",64,7018,1,"None",3,"Bnk","Inside",2,"SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,3,2,"Slab",0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",1535,0,0,1535,0,0,2,0,4,2,3,8,7,0,0,"Attchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6","2009","WD","Alloca",11.6865762053166,2,0,-1975
"104","1 story 1946+","RL",94,10402,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,1,0,1,0,1226,"GasA",5,1,"SBrkr",1226,0,0,1226,0,0,2,0,3,1,4,6,7,0,0,"Attchd",2,3,3,3,2,0,36,0,0,0,0,0,"None","None",0,"5","2010","WD","Normal",12.2005574648421,2,0,-2004
"105","1,5 story fin","RM",66,7758,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","CompShg","Stucco","Stucco","BrkFace",600,3,2,"PConc",3,3,1,2,224,1,0,816,"GasA",5,1,"FuseF",1226,592,0,1818,0,0,1,1,4,1,3,7,7,2,3,"Detchd",1,1,3,3,2,0,0,0,0,184,0,0,"None","None",0,"6","2007","WD","Normal",12.0406082058026,1.5,1,-1948
"106","2 story 1946+","FV",75,9375,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,4,3,"PConc",5,3,1,1,0,1,0,1053,"GasA",5,1,"SBrkr",1053,939,0,1992,0,0,2,1,3,1,4,9,7,1,4,"Attchd",2,2,3,3,2,140,45,0,0,0,0,0,"None","None",0,"8","2008","WD","Normal",12.4292161968444,2.5,1,-2001
"107","1 story 1945-","RM",60,10800,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","CompShg","VinylSd","VinylSd","None",0,3,3,"BrkTil",2,3,1,1,0,1,0,641,"GasA",4,1,"SBrkr",1047,0,0,1047,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1,1,2,2,0,0,0,0,0,0,0,0,"None","Shed",450,"8","2007","WD","Normal",11.5129254649702,1,1,-1993
"110","1 story 1946+","RL",105,11751,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",480,3,3,"CBlock",4,3,1,4,705,1,0,1139,"GasA",5,1,"SBrkr",1844,0,0,1844,0,0,2,0,3,1,3,7,7,1,3,"Attchd",2,2,3,3,2,0,122,0,0,0,0,0,"MnPrv","None",0,"1","2010","COD","Normal",12.1547793511426,2,0,-1972
"111","1,5 story fin","RL",75,9525,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,2,1,3,444,1,0,550,"GasA",4,1,"SBrkr",1216,639,0,1855,0,0,2,0,4,1,3,7,7,0,0,"Attchd",1,1,3,3,2,182,0,0,0,0,0,0,"None","None",0,"10","2006","WD","Normal",11.8270060112765,2,1,-1971
"112","split/multi level","RL",66,7750,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"PConc",4,3,1,6,250,1,0,134,"GasA",5,1,"SBrkr",774,656,0,1430,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",3,2,3,3,2,180,0,0,0,0,0,0,"None","None",0,"4","2010","WD","Normal",12.1007121298723,2.5,0,-1995
"113","2 story 1946+","RL",77,9965,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",220,4,3,"PConc",5,3,3,6,984,1,0,280,"GasA",5,1,"SBrkr",1282,1414,0,2696,1,0,2,1,4,1,5,10,7,1,4,"BuiltIn",3,3,3,3,2,120,184,0,0,168,0,0,"None","None",0,"10","2007","New","Partial",12.8583197035179,3.5,0,-2005
"114","1 story 1946+","RL",151,21000,1,"None",3,"Bnk","Corner",2,"Crawfor","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,3,4,"CBlock",4,3,2,5,35,3,869,905,"GasA",3,1,"SBrkr",2259,0,0,2259,1,0,2,0,3,1,4,7,7,2,4,"Basment",1,2,3,3,2,166,120,192,0,0,0,0,"MnPrv","None",0,"10","2007","COD","Abnorml",12.2876526325226,3,0,-1951
"115","2 story 1945-","RL",61,7259,1,"None",2,"Lvl","Inside",1,"Crawfor","Norm","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,1,5,774,2,150,104,"GasA",5,1,"SBrkr",1436,884,0,2320,1,0,2,1,3,1,4,9,7,1,3,"Detchd",1,1,3,3,2,224,0,0,0,0,0,0,"MnPrv","None",0,"7","2007","WD","Normal",12.4665119815881,3.5,1,-2000
"116","2 story PUD 1946+","FV",34,3230,1,"Pave",3,"Lvl","Corner",2,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","BrkFace",1129,3,3,"PConc",4,3,1,6,419,1,0,310,"GasA",4,1,"SBrkr",729,729,0,1458,0,0,2,1,2,1,3,5,7,1,2,"Detchd",1,2,3,3,2,0,32,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",12.0782392740203,2.5,0,-1997
"117","1 story 1946+","RL",84,11616,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,3,3,"CBlock",3,3,1,2,170,4,670,252,"GasA",3,1,"SBrkr",1092,0,0,1092,0,1,1,0,3,1,3,6,7,1,1,"Attchd",1,1,3,3,2,0,20,144,0,0,0,0,"None","None",0,"9","2009","WD","Normal",11.8422292121128,1.5,0,-1958
"119","2 story 1946+","RL",90,12376,1,"None",3,"Lvl","Corner",2,"SawyerW","Norm","Norm","1Fam","2Story",7,5,1990,1990,"Hip","CompShg","Plywood","Plywood","None",0,3,3,"PConc",4,3,2,6,1470,1,0,203,"GasA",4,1,"SBrkr",1699,1523,0,3222,1,0,3,0,5,1,4,11,7,2,3,"Attchd",1,3,3,3,2,367,0,0,0,0,0,0,"None","None",0,"5","2010","WD","Normal",12.6760762747759,4,0,-1985
"121","split/multi level","RL",62,21453,1,"None",2,"Low","CulDSac",0,"ClearCr","Norm","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Metal","Plywood","Plywood","None",0,3,3,"CBlock",3,3,4,5,938,1,0,0,"GasA",5,1,"SBrkr",988,0,0,988,1,0,1,0,1,1,3,4,7,2,3,"Attchd",1,2,3,3,2,0,130,0,130,0,0,0,"None","None",0,"10","2006","WD","Normal",12.1007121298723,2,0,-1968
"122","1,5 story fin","RM",50,6060,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,3,3,"PConc",3,3,1,1,0,1,0,732,"GasA",4,1,"SBrkr",772,351,0,1123,0,0,1,0,3,1,3,4,7,0,0,"Detchd",1,1,3,3,1,0,0,140,0,0,0,0,"MnPrv","None",0,"6","2007","WD","Normal",11.5129254649702,1,1,-1948
"123","1 story 1946+","RL",75,9464,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",6,7,1958,1958,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,3,4,"CBlock",3,3,1,4,570,1,0,510,"GasA",4,1,"SBrkr",1080,0,0,1080,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1,1,3,3,2,0,0,0,0,130,0,0,"None","None",0,"6","2008","WD","Normal",11.8204101647182,1,0,-1955
"124","1 story PUD 1946+","RL",55,7892,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","CompShg","Plywood","Plywood","None",0,4,3,"PConc",4,3,1,6,300,1,0,899,"GasA",5,1,"SBrkr",1199,0,0,1199,0,0,2,0,2,1,4,5,7,0,0,"Attchd",2,2,3,3,2,0,63,0,0,0,0,0,"None","None",0,"3","2008","WD","Normal",11.944058319827,2,0,-1990
"125","1 story 1946+","RL",48,17043,1,"None",2,"Lvl","CulDSac",2,"NWAmes","Norm","Norm","1Fam","1Story",6,5,1979,1998,"Gable","CompShg","HdBoard","HdBoard","None",0,3,4,"CBlock",4,2,1,1,0,1,0,1362,"GasA",3,1,"SBrkr",1586,0,0,1586,0,0,2,0,3,1,3,7,7,1,3,"Attchd",1,2,3,3,2,192,0,0,0,0,0,0,"None","None",0,"1","2009","WD","Normal",12.106252310248,2,1,-1994
"126","2 family conversion","RM",60,6780,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","2fmCon","1.5Fin",6,8,1935,1982,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,2,"CBlock",3,3,3,6,490,1,0,30,"GasA",4,0,"SBrkr",520,0,234,754,1,0,1,0,2,1,3,5,7,0,0,"None",0,0,0,0,0,53,0,0,0,0,0,0,"None","None",0,"6","2006","WD","Normal",11.3445068133453,2,1,-1981
"127","1 story PUD 1946+","RL",41,4928,1,"None",2,"Lvl","Inside",2,"NPkVill","Norm","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",4,3,1,5,120,1,0,958,"GasA",3,1,"SBrkr",958,0,0,958,0,0,2,0,2,1,3,5,7,1,3,"Attchd",2,2,3,3,2,0,205,0,0,0,0,0,"None","None",0,"2","2007","WD","Normal",11.7597855429018,2,0,-1974
"128","1,5 story unf","RM",55,4388,1,"None",2,"Bnk","Inside",2,"OldTown","Feedr","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","WdShing","Wd Sdng","None",0,3,4,"BrkTil",3,3,1,2,116,1,0,556,"GasA",5,1,"SBrkr",840,0,0,840,0,0,1,0,3,1,3,5,7,1,3,"None",0,0,0,0,0,0,0,0,0,0,0,0,"None","None",0,"6","2007","WD","Normal",11.3736633976367,1,1,-1948
"129","2 story 1946+","RL",69,7590,1,"None",3,"Lvl","Inside",2,"NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,3,3,"CBlock",3,3,1,4,512,1,0,148,"GasA",3,1,"SBrkr",660,688,0,1348,0,0,1,1,3,1,3,6,7,1,2,"Attchd",2,2,3,3,2,188,108,0,0,0,0,0,"None","None",0,"7","2006","WD","Normal",11.9511803959014,1.5,0,-1965
"130","1 story 1946+","RL",69,8973,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",85,3,3,"CBlock",3,3,1,3,567,4,28,413,"GasA",3,1,"FuseA",1053,0,0,1053,0,1,1,1,3,1,5,6,7,0,0,"2Types",2,2,3,3,2,0,80,0,180,0,0,0,"MnWw","None",0,"7","2006","WD","Abnorml",11.9183905730784,2,1,-1990
"131","2 story 1946+","RL",88,14200,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","2Story",7,6,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",309,3,3,"CBlock",3,3,1,3,445,1,0,479,"GasA",5,1,"SBrkr",1216,941,0,2157,0,0,2,1,4,1,4,8,7,2,4,"Attchd",3,2,3,3,2,105,66,0,0,0,0,0,"GdPrv","None",0,"5","2006","WD","Normal",12.3282902782544,2.5,0,-1965
"132","2 story 1946+","RL",98,12224,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,4,3,"PConc",4,3,1,6,695,1,0,297,"GasA",5,1,"SBrkr",1022,1032,0,2054,1,0,2,1,3,1,4,7,7,1,3,"BuiltIn",2,2,3,3,2,24,48,0,0,0,0,0,"None","None",0,"7","2009","WD","Normal",12.4049235042753,3.5,0,-1996
"133","1 story 1946+","RL",75,7388,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","1Story",5,6,1959,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,1,3,405,1,0,658,"GasA",4,1,"SBrkr",1327,0,0,1327,1,0,1,0,3,1,4,7,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,"7","2007","WD","Normal",11.9233781145894,2,1,-2000
